paper_name
"Feature Subset Selection by Bayesian network-based optimization. Artificial Intelligence, 123(1-2), 157–184"
"Linkage Problem, Distribution Estimation, and Bayesian Networks. Evolutionary Computation, 8(3), 311–340"
